,unnamed: 0,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,n_years,mean_runoff,fold,mean_check,std_runoff,lnorm_shape,lnorm_loc,lnorm_scale,log_mean_runoff,log_std_runoff,mean_uar,std_uar,log_mean_uar,log_std_uar,complete_year_mean_check,stdev_check
243,243,VCI,08HA026,8.4,-123.49485132662612,48.82401268255697,-1515.02,18.18526,0.68,0.14,0.09,0.02,0.03,0.02,0.03,0.0,-0.01,0.67,0.15,0.09,0.02,0.03,0.02,0.03,0.0,-0.01,0.7,0.12,0.1,0.02,0.02,0.02,0.03,0.0,-0.01,10.380637,64.50816504042032,182.88658,210.52463,511.58621,95.388817,210.52463,1228.6,5.8,13.6,896.0,14.3,244.4,4.1,0.6,1.0,0.0,25.0,1.222973887797797,2,1.2524401661319737,2.425614418312449,14.52015422710411,0.0010285714285714284,0.0006834482224139345,-2.235200878304051,2.848074374445652,145.59212949973772,288.7636212276725,2.544322694828818,2.848074374445652,True,2.4257594172316876
244,244,VCI,08HA034,19.7,-123.47507888142812,48.49493759468158,-1392.68,0.9198,0.8,0.07,0.05,0.01,0.01,0.06,0.0,0.0,-2.220446049250313e-16,0.79,0.07,0.06,0.01,0.01,0.06,0.0,0.0,-2.220446049250313e-16,0.83,0.04,0.06,0.01,0.01,0.05,0.0,0.0,0.0,9.2317715,153.2260076116429,108.37586,137.04315,447.69077,8.3956232,137.04315,1049.4,6.3,13.8,872.6,6.9,254.0,4.6,0.6,1.0,0.0,8.0,1.3445036970486504,2,1.5610067943072343,2.626366538442987,2.1296654682473872,-9.67387728292343e-05,0.22801161108201076,-1.4826554752523666,2.139098640399628,68.2489186319112,133.31809839812118,2.444481167985828,2.139098640399628,False,2.6268949292618213
245,245,VCI,08HA064,3.9,-123.56068314578648,48.41145546000874,-1272.06,5.55795,0.91,0.02,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.91,0.03,0.04,0.01,0.01,0.01,0.0,0.0,-0.01,0.82,0.05,0.09,0.02,0.02,0.0,0.0,0.0,0.0,11.006058,69.68333695398526,139.12877,159.26262,325.66769,55.223427,159.26262,1130.6,6.2,13.4,872.1,5.8,251.1,4.6,0.6,1.0,0.0,4.0,2.560059813084113,2,2.518948673856604,5.622711122377377,16.649750423033133,0.002215384615384615,0.0002142880849924237,-1.449692798548412,2.8854063672637684,656.4255930984904,1441.7208006095839,4.097085927298124,2.8854063672637684,True,5.624901931391887
246,246,VCI,08HA067,2.7,-123.57254891891652,48.62900601891882,-1052.0,0.0,0.8,0.18,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.68,0.28,0.02,0.0,0.0,0.01,0.0,0.0,0.0099999999999998,0.85,0.1,0.03,0.0,0.0,0.02,0.0,0.0,0.0,7.8523116,8.85869659493235,193.30978,229.35454,514.48212,82.689964,229.35454,1317.7,5.4,13.6,866.9,16.8,243.6,4.4,0.6,1.0,0.0,3.0,1.7762191780821917,2,1.7934227683905104,2.7790643192941316,16.478357385532924,0.31999999999999995,6.1945697385524e-05,0.010319073090773689,0.9718563643394783,657.8589548452562,1029.2830812200484,5.924822579062627,0.9718563643394783,True,2.78033416826115
247,247,VCI,08HA068,2.3,-124.10336377157395,48.56549577290768,-1410.0,1.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,24.277781,351.451550464403,578.85907,568.17902,887.51031,196.20168,568.17902,2730.5,4.1,12.1,851.9,39.9,228.5,4.0,0.5,1.0,0.0,22.0,7.612966489001921,6,7.615217736251272,16.609884351043338,1.5867151424097563,0.03348094456635124,2.3999618807069334,0.915954247565045,1.5350223255824171,3309.985430000836,7221.688848279712,6.990800403612077,1.5350223255824171,True,16.61091804332122
248,248,VCI,08HA069,10.2,-124.30829547438763,48.65000658752964,-1419.55,3.93373,0.83,0.1,0.06,0.01,0.01,0.0,0.0,0.0,-0.01,0.76,0.12,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,22.952002,99.90942366040323,593.13275,609.40564,1116.4761,307.44177,609.40564,2931.0,3.7,12.2,839.0,51.6,234.7,3.8,0.5,1.0,0.0,22.0,13.456958230630873,6,13.413436908174047,28.264335780286512,1.7170392535500498,0.0591329418310651,3.8006338165295794,1.3933087960288317,1.6296953666573606,1319.3096304540074,2771.0133117927953,5.9786763547207435,1.6296953666573606,True,28.266114250370403
249,249,VCI,08HA070,27.9,-124.26024879083732,48.73142091798267,-1294.5,8.63231,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.15,0.05,0.01,0.01,0.0,0.0,0.0,-0.01,0.67,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.02,22.704489,120.3097840620074,588.18701,605.33331,1189.4712,266.56082,605.33331,2989.1,3.1,12.5,810.6,96.9,244.8,3.8,0.5,1.0,0.0,22.0,9.095334201460433,6,9.034436326587217,17.608676836924392,1.6055171388642986,0.0258331666625551,3.0305150727824737,1.1369777534930041,1.5653390355487788,325.9976416294062,631.1353704990822,4.716106343647822,1.5653390355487788,True,17.609801668560976
250,250,VCI,08HA072,13.0,-124.24754345204587,48.94800311582278,-1420.64,8.42927,0.82,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.79,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,30.064825,205.0788102839924,924.21698,925.70807,1529.0419,423.6041,925.70807,2683.1,0.3,12.4,681.5,490.7,286.3,3.8,0.5,1.0,0.0,21.0,4.588155866417705,6,4.554575177283674,6.530435846072862,1.4222054457361366,-0.0013698541936827567,2.0302906059349453,0.7062176512219832,1.4250017503475698,352.9350666475158,502.34121892868177,5.049023572742583,1.4250017503475698,True,6.530868999381207
251,251,VCI,08HB014,162.0,-124.86944307343258,48.89686865207489,-1155.81,2.36735,0.92,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,0.88,0.08,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.8,0.14,0.04,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,22.628082,285.3612948538833,406.98038,411.08643,985.18958,0.69890666,411.08643,3177.8,3.8,12.6,842.9,47.1,236.4,3.5,0.5,1.0,0.0,67.0,10.506031000055161,6,10.54989946111013,18.331396478311465,1.5865187780566665,0.1282269282864923,3.6019698830270968,1.381691891777121,1.4532026108906446,64.85204321021703,113.15676838463867,3.201850835526874,1.4532026108906446,True,18.331775676666542
252,252,VCI,08HB027,54.7,-124.0833345640933,49.191359448510354,-1114.75,0.03617,0.7,0.12,0.05,0.01,0.01,0.09,0.03,0.0,-0.01,0.62,0.17,0.07,0.01,0.01,0.09,0.03,0.0,0.0,0.6,0.15,0.11,0.01,0.01,0.09,0.03,0.0,0.0,9.4653025,51.06555544159004,334.50073,372.53201,1019.7471,74.993149,372.53201,1607.2,3.7,13.0,816.3,50.1,246.2,3.9,0.6,1.0,0.0,10.0,2.4059208126647893,6,2.376826936065724,3.6631665460436067,2.550079942175432,-9.715177392864021e-05,0.46214206311140243,-0.7829832387907344,2.5795573022375615,43.98392710538919,66.9683097997003,2.122908330763467,2.5795573022375615,True,3.663702370890478
253,253,VCI,08HB032,97.7,-124.05840773974998,49.18464403889854,-1133.85,0.02026,0.61,0.12,0.07,0.01,0.02,0.14,0.02,0.0,0.0099999999999998,0.56,0.15,0.08,0.01,0.03,0.14,0.02,0.0,0.0099999999999998,0.56,0.13,0.12,0.01,0.03,0.13,0.02,0.0,0.0,9.2867765,42.08184118526516,245.19598,316.60449,1019.7471,57.889462,316.60449,1517.4,4.2,13.2,839.4,38.7,243.5,3.9,0.6,1.0,0.0,37.0,2.248161003119264,6,2.2413779222528363,3.734691962587223,2.3255036250848313,-2.231840304366499e-05,0.4535255350722533,-0.791591416866054,2.3276185769512474,23.010859806747842,38.226120394956226,1.5342623030673461,2.3276185769512474,True,3.7348398682510338
254,254,VCI,08HB037,43.8,-124.86377997985493,49.41916371083204,-1165.5,4.71313,0.9,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.84,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.01,25.646729,56.45013244973072,732.07983,744.75366,1556.4893,7.1859999,744.75366,2352.6,1.3,12.0,723.7,332.1,258.9,3.8,0.5,1.0,0.0,10.0,5.396310823572335,6,5.407737667569994,9.652140749002756,12.06533281990169,0.00019726027397260276,0.0953375255559412,0.3193985158103817,2.819624755440907,123.2034434605556,220.3685102512045,3.4475199774101184,2.819624755440907,True,9.653635698403653
255,255,VCI,08HB043,8.3,-124.9387221393204,49.39619373895648,-1267.07,9.39316,0.85,0.07,0.03,0.01,0.04,0.0,0.0,0.0,0.0,0.83,0.09,0.04,0.01,0.04,0.0,0.0,0.0,-0.01,0.78,0.13,0.04,0.01,0.03,0.0,0.0,0.0,0.0099999999999998,21.962364,227.47885729485395,319.44781,502.40604,1417.4965,105.78723,502.40604,2329.0,2.5,12.7,777.6,245.2,255.2,3.8,0.5,1.0,0.0,15.0,6.58513555514791,6,6.706039388842802,4.8470831803138825,0.88989923622762,1.752729796423593,3.2640421871577963,1.6969211545707013,0.5751703686335673,793.389825921435,583.985925339022,6.488420918750287,0.5751703686335673,True,4.8477795502880685
256,256,VCI,08HB045,4.3,-124.76522141972788,49.517525763310665,-1520.0,19.0,0.7,0.1,0.14,0.02,0.01,0.01,0.02,0.0,0.0,0.7,0.1,0.14,0.02,0.02,0.01,0.02,0.0,-0.01,0.74,0.14,0.07,0.01,0.01,0.01,0.02,0.0,0.0,5.8828135,63.41270883617208,69.104156,63.320126,128.30136,7.305861,63.320126,1473.5,5.5,14.1,903.1,10.1,241.4,3.7,0.6,1.0,0.0,8.0,2.0634041640175163,1,2.051452587344339,4.600360016413133,19.25532026023898,0.0020093023255813953,1.8786824334270664e-06,-2.2521147892832194,3.1659190224793043,479.86143349244566,1069.8511666077054,3.1970254669994014,3.165919022479305,True,4.6012459788703435
257,257,08G,08HB047,1.7,-124.27450261473028,49.47705415037955,-1052.0,0.0,0.88,0.02,0.03,0.01,0.0,0.01,0.05,0.0,0.0,0.88,0.03,0.03,0.01,0.0,0.0,0.05,0.0,0.0,0.84,0.04,0.06,0.01,0.01,0.01,0.04,0.0,-0.01,12.858691,48.68587317304158,137.13979,146.11589,333.68726,82.555847,146.11589,1275.4,5.8,13.5,930.2,8.5,237.9,3.8,0.5,1.0,0.0,7.0,1.2030802139037433,6,1.2069902881352763,2.0843657470479657,19.310171949199603,0.00508235294117647,1.2355357997283558e-06,-1.9122515140474474,2.624896868631625,707.6942434727904,1226.0974982635094,4.464875513872518,2.624896868631625,True,2.0849200259427647
258,258,VCI,08HB048,10.0,-124.95620891706122,48.92358570656423,-1306.28,6.18598,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,22.885536,303.3010518964806,277.7037,323.77985,912.18597,3.5000126,323.77985,3088.8,4.4,12.9,877.9,27.4,234.1,3.5,0.5,1.0,0.0,47.0,6.986166844106465,6,7.004652205691389,13.814949187778184,1.7698945223454678,0.025186953996558382,1.8748263882960612,0.6807167872579731,1.6936030573410925,698.6166844106465,1381.4949187778184,5.285886973246064,1.6936030573410925,True,13.815359583595216
259,259,VCI,08HB062,3.6,-124.83712278002488,49.28774867413628,-1194.0,0.0,0.38,0.2,0.18,0.04,0.12,0.08,0.0,0.0,0.0,0.35,0.24,0.18,0.04,0.12,0.08,0.0,0.0,-0.01,0.44,0.13,0.2,0.03,0.11,0.08,0.0,0.0,0.01,2.9122729,188.51393213846129,56.186001,63.455246,129.60242,8.7340317,63.455246,2024.7,5.1,14.2,889.3,11.2,239.9,3.9,0.5,1.0,0.0,3.0,4.05226463878327,6,4.100619865295995,8.645137817861219,18.79059912188462,0.0024,3.2841989425606556e-05,-1.0405047265694145,3.192092297923604,1125.629066328686,2401.427171628116,4.586316706950658,3.192092297923604,True,8.650621572182306
260,260,VCI,08HB069,2.5,-124.92570706296418,48.9293118019955,-1250.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,24.770411,311.36556792261285,548.37378,552.66217,912.18597,190.91016,552.66217,3194.0,3.3,12.5,818.7,59.5,233.7,3.5,0.5,1.0,0.0,20.0,7.919835331062066,6,8.031038507079622,16.252685810077786,1.6179645902419306,0.10196348369174692,2.365047250864321,0.9712332361006568,1.4923605542471687,3167.934132424826,6501.074324031114,6.962697783208639,1.4923605542471687,True,16.253889668144698
261,261,VCI,08HB074,212.2,-125.32156400501596,49.60598395450473,-1264.65,8.4897,0.63,0.11,0.17,0.01,0.01,0.01,0.03,0.04,-0.01,0.54,0.15,0.23,0.01,0.01,0.01,0.02,0.02,0.0099999999999998,0.65,0.11,0.18,0.01,0.01,0.01,0.02,0.0,0.01,27.937084,83.52691574944957,991.20679,970.15149,2041.9777,143.81712,970.15149,2656.4,0.6,10.3,706.7,688.4,263.0,3.6,0.5,1.1,0.0,37.0,7.3212500833237,6,7.316892678525241,8.263010526437347,0.9015361568615042,0.2385650893124786,4.704306747235142,1.6189850742408318,0.843880712105572,34.50164978003629,38.939729153804656,3.169211127043086,0.843880712105572,True,8.26331877296447
262,262,VCI,08HB075,42.5,-125.1524677467104,49.72237682224775,-1059.71,0.35035,0.72,0.19,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.62,0.28,0.07,0.01,0.01,0.0,0.0,0.0,0.01,0.54,0.34,0.09,0.01,0.01,0.01,0.0,0.0,0.0,8.6951218,77.91807658421928,338.32269,378.26959,1064.6211,60.177002,378.26959,1925.2,3.8,12.7,838.2,62.1,240.7,3.5,0.5,1.0,0.0,34.0,4.091820587557572,6,4.079483111498286,7.45406674351773,2.2187490040134143,-0.0012562330187185528,0.9571305445559111,-0.07460849688955767,2.296650824523332,96.27813147194286,175.38980572982896,3.0836427061622085,2.296650824523332,True,7.454369158137142
263,263,VCI,08HB086,38.9,-125.55271410072488,49.275440780360064,-1264.56,8.56293,0.89,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.01,33.042873,194.35598908616709,691.20081,673.40338,1419.5355,55.858082,673.40338,3532.6,1.8,10.7,752.7,364.5,253.4,3.4,0.5,1.0,0.0,24.0,15.343318945351076,6,15.28720555711093,26.375613558879092,1.3378251500684575,-0.3060763943281601,6.932478218030424,1.6933129928589883,1.9513569584257056,394.4297929396165,678.0363382745268,4.940074021216725,1.9513569584257056,True,26.3771420040204
264,264,VCI,08HB089,91.0,-125.27107064761172,49.80195346703645,-1053.72,0.07445,0.76,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.65,0.24,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.6,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.01,11.111327,50.77459442796752,511.0,544.33325,1581.9879,82.827011,544.33325,2045.5,3.0,12.0,805.7,142.0,240.4,3.5,0.5,1.0,0.0,19.0,3.861673925270647,6,3.9357667112340424,6.59638964191277,1.7604429482224446,-0.004098264530768952,1.3140376994273573,0.2547065186673723,1.7935161543911387,42.435977200776335,72.48779826277769,2.6516022911326598,1.7935161543911387,True,6.5968997049053675
265,265,VCI,08HC002,188.4,-125.94628336014895,49.70044898297206,-1353.08,3.9433,0.83,0.04,0.07,0.01,0.01,0.0,0.03,0.01,0.0,0.76,0.08,0.11,0.01,0.01,0.0,0.03,0.0,0.0,0.79,0.08,0.08,0.01,0.01,0.0,0.03,0.0,0.0,28.229687,307.4545260644427,887.9408,860.10004,2112.946,21.921085,860.10004,3169.8,0.5,10.6,709.0,945.4,265.9,3.4,0.5,1.0,0.0,56.0,8.131194455628528,6,8.112623255635338,9.940119589717813,0.8646239251377076,-0.1194600946227147,5.621530707526187,1.6946409818080534,0.8932891659024209,43.1592062400665,52.76071969064657,3.363828898647928,0.8932891659024209,True,9.940377115776894
266,266,VCI,08HD004,1167.5,-125.6654858282171,49.73190192653386,-1264.41,8.04207,0.68,0.06,0.14,0.01,0.01,0.01,0.07,0.02,0.0,0.63,0.08,0.19,0.01,0.01,0.01,0.07,0.01,-0.01,0.71,0.06,0.14,0.01,0.01,0.01,0.06,0.0,0.0,27.038656,347.65870862168504,989.25385,957.29407,2183.2217,219.80077,957.29407,2738.4,0.2,10.3,692.0,892.7,266.4,3.6,0.5,1.1,0.0,4.0,6.7567732250707095,6,6.743196335608081,4.860208574882226,0.9149998808655241,1.466355033689033,3.601244392211828,1.7068596895891113,0.6228899574505566,5.78738606001774,4.162919550220322,1.551994979028196,0.6228899574505566,True,4.862139911566793
267,267,VCI,08HD011,297.4,-125.40813450821553,49.77962635589648,-1144.51,3.96335,0.7,0.11,0.15,0.01,0.01,0.0,0.01,0.01,0.0,0.59,0.15,0.21,0.01,0.01,0.0,0.01,0.01,0.01,0.72,0.11,0.14,0.01,0.01,0.0,0.01,0.0,0.0,18.114395,25.59027011128075,933.0,917.74274,2089.8293,74.913864,917.74274,2397.7,1.0,10.5,724.9,498.7,258.0,3.5,0.5,1.1,0.0,45.0,4.017022775403743,6,4.000359700500765,5.025845628401259,1.0350535969333912,-0.004613372030928588,2.4244486103543346,0.8823109644889002,1.0384743310193898,13.507137778761745,16.899279180905378,2.0949882094449825,1.0384743310193898,True,5.026006597113876
268,268,VCI,08HD012,14.0,-125.86957962166132,50.3273452834249,-1242.81,8.673,0.88,0.03,0.09,0.0,0.01,0.0,0.0,0.0,-0.01,0.87,0.03,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.01,22.531166,243.8989151410493,352.0,572.23303,1664.0,12.236441,572.23303,2520.5,3.4,11.0,841.1,292.0,229.6,3.5,0.5,1.0,0.0,5.0,3.3414041423260756,6,3.351032791408586,4.855954693293531,1.118280643228953,0.004497449146033553,1.8143624219060017,0.6003735511299719,1.1131221271344867,238.67172445186256,346.8539066638236,4.86907150049685,1.1131221271344869,True,4.857459715704778
269,269,VCI,08HD015,260.0,-125.82158773456553,50.007642535294565,-1099.21,2.14585,0.92,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.89,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.9,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.02,21.485865,19.14729959281456,779.89587,826.33807,1845.1836,221.0,826.33807,2725.5,1.1,10.5,726.6,586.2,253.3,3.5,0.5,1.0,0.0,37.0,4.524307001807896,6,4.5368795016055605,6.244946177820801,1.1909822215370265,-0.009074328260367763,2.3952995505818393,0.865560755096793,1.2005431093839276,17.40118077618422,24.019023760849233,2.2126344030634026,1.2005431093839276,True,6.245182921615181
270,270,08G,08HD016,5.5,-125.27674364647775,50.13528605075921,-1052.0,0.0,0.87,0.06,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.86,0.06,0.05,0.0,0.0,0.0,0.01,0.0,0.02,0.92,0.04,0.03,0.0,0.0,0.0,0.01,0.0,0.0,13.888389,161.10072143829066,139.42668,155.76082,494.26089,18.824699,155.76082,1851.1,5.3,12.7,930.2,12.6,228.5,3.5,0.5,1.0,0.0,10.0,3.475844584281698,6,3.325452195292719,7.032815901036851,2.081595788612897,7.874766494284696e-05,0.6268316336743103,-0.46598904825508664,2.079348157971848,631.9717425966724,1278.6938001885183,4.737018138488625,2.079348157971848,True,7.034110959679821
271,271,VCI,08HD023,35.1,-125.3148771425801,49.90973679238021,-1130.95,0.0,0.57,0.27,0.12,0.01,0.01,0.01,0.0,0.0,0.01,0.45,0.39,0.13,0.01,0.01,0.01,0.0,0.0,0.0,0.39,0.48,0.11,0.01,0.01,0.0,0.0,0.0,0.0,4.7266808,60.86932373162038,150.25391,189.44659,613.71667,74.489449,189.44659,1757.1,4.7,13.2,880.4,20.2,235.7,3.5,0.5,1.0,0.0,24.0,1.6308668891677571,6,1.6357302272392695,3.7845535004464583,2.21776242176013,-0.00014765285416973978,0.2696967518554334,-1.3186163430852302,2.2369219233508733,46.463444135833534,107.82203704975663,2.030937805425087,2.2369219233508733,True,3.78488194943822
272,272,VCI,08HE008,13.0,-126.79475877873016,50.15122333575334,-1250.0,9.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.12,0.05,0.0,0.01,0.0,0.01,0.0,0.0,21.381994,190.9893114038713,669.58215,698.32831,1142.4294,346.16266,698.32831,3574.2,1.7,10.6,749.6,295.9,244.2,3.4,0.4,1.0,0.0,20.0,8.306488651558379,6,8.301552051769782,13.953901300420235,1.759401578451042,0.0054714099560899294,2.5573829556196115,0.9489793901311672,1.743142568685457,638.9606655044907,1073.3770231092487,5.291785311651767,1.743142568685457,True,13.95487788307884
273,273,VCI,08HE009,36.9,-127.62606063201366,50.30770001738622,-1295.49,6.41785,0.85,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.01,23.488012,218.4359661021763,445.80328,442.1131,1115.1997,44.594128,442.1131,3399.7,4.5,9.9,878.4,25.0,193.8,3.2,0.4,1.0,0.0,21.0,15.994283765923802,6,15.986495241881524,24.01857055638254,1.4099147993191956,0.08037521164384667,6.578695202892082,1.9145150318053346,1.370322300880074,433.4494245507805,650.9097711756784,5.21405875974099,1.370322300880074,True,24.020169609049425
274,274,VCI,08HE010,21.3,-126.60323058966893,49.9659650061938,-1250.0,9.0,0.82,0.06,0.11,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,0.79,0.07,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.05,0.13,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,33.72237,241.3197767813032,694.11469,711.35986,1603.0811,108.79092,711.35986,3922.3,1.8,11.0,763.6,755.2,250.7,3.4,0.4,1.0,0.0,17.0,11.851626314057873,6,11.774911785573796,14.870983711111107,0.899802109539111,-0.7270948896111042,8.25694012827292,1.9406023072053977,1.1215067855940133,556.4143809416842,698.1682493479392,5.789650513472156,1.121506785594013,True,14.87236237738312
275,275,VCI,08HF004,370.6,-126.50230054451808,50.3359112752148,-1227.01,3.75186,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.12,0.06,0.01,0.01,0.0,0.0,0.0,0.0,24.565189,286.20674599913013,758.87018,770.65356,1757.6183,61.90258,770.65356,3097.4,0.8,10.2,717.6,769.5,250.9,3.4,0.5,1.0,0.0,44.0,5.289200870379312,6,5.304321550892608,7.545588562960178,1.1058917373009092,0.037386876674339146,2.915509550213595,1.0931365015851282,1.0810383378064314,14.27199371392151,20.36046563130107,2.0857684667160057,1.0810383378064314,True,7.54583321201797
276,276,VCI,08HF005,773.7,-126.40168251651656,50.09581972902996,-1204.09,3.67275,0.85,0.06,0.06,0.01,0.01,0.0,0.02,0.0,-0.01,0.79,0.09,0.08,0.01,0.01,0.0,0.02,0.0,0.0,0.73,0.13,0.09,0.01,0.01,0.0,0.02,0.0,0.01,23.324322,290.8016393341108,674.47449,709.78351,1865.0,121.84756,709.78351,3594.9,1.5,10.9,749.8,784.9,249.8,3.4,0.4,1.0,0.0,28.0,6.6014752253507165,6,6.614803265864536,7.736458567761887,1.0102362628539605,-0.011142754546685323,4.084525854860437,1.402598299058373,1.0149125420415428,8.5323448692655,9.99930020390576,1.6591693764851012,1.0149125420415428,True,7.736838019834007
277,277,VCI,08HF006,66.4,-128.0797258318678,50.643318782237785,-1153.98,4.67905,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,13.730714,294.3201337139316,160.88464,197.28581,731.2851,16.32008,197.28581,2731.2,5.9,10.8,960.1,3.8,192.3,3.1,0.4,1.0,0.0,27.0,9.707555278729366,6,9.692762086241725,14.373086045114789,1.4093618446224425,0.43707237579956143,3.7238441659135386,1.5295113542666736,1.1892798539673999,146.19812166761093,216.46213923365642,4.241569576766422,1.1892798539673999,True,14.373832136944568
278,278,VCI,08HF007,32.3,-126.357713232521,50.33151411323742,-1285.4,6.06057,0.91,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,24.40003,286.9350273361192,814.203,854.84064,1689.4426,252.66339,854.84064,3007.6,0.6,10.2,709.3,906.1,255.9,3.4,0.5,1.0,0.0,7.0,5.617860520080251,6,5.617378270739242,7.471814703403546,1.173460670126774,0.26003436237133815,2.7814707932231553,1.1740837584439534,1.0266395009623763,173.92757028112234,231.32553261311287,4.60677180719748,1.0266395009623763,True,7.473276183066111
279,279,VCI,08HF008,46.1,-126.63494377091772,50.39420396510072,-1250.62,8.96905,0.91,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.87,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.07,0.06,0.01,0.01,0.0,0.0,0.0,-0.01,29.315214,61.56155830973648,853.83301,871.54651,1683.8838,99.463753,871.54651,3097.7,0.3,9.5,692.3,850.2,252.4,3.3,0.4,1.0,0.0,8.0,7.515085266829098,6,7.509010088784392,9.345650091447853,1.0362177687681613,-0.08665364798072717,4.48994107619676,1.4662936362811585,1.0789236797229236,163.017033987616,202.7255985129686,4.543235965260693,1.0789236797229236,True,9.347249689250145
