,unnamed: 0,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,n_years,mean_runoff,fold,mean_check,std_runoff,lnorm_shape,lnorm_loc,lnorm_scale,log_mean_runoff,log_std_runoff,mean_uar,std_uar,log_mean_uar,log_std_uar,complete_year_mean_check,stdev_check
1182,1182,CLR,12414200,358.8,-116.0660768312271,47.13310359149942,-1446.88,2.69601,0.9,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.88,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.01,18.132946,313.14560375290915,1377.7571,1396.0585,2078.2966,724.27966,1396.0585,1456.8,0.7,10.8,676.3,152.7,290.2,4.7,0.6,1.0,0.0,6.0,2.009837305921674,7,2.0105124244048223,2.3370507437685015,1.2706032238457847,0.18144441421656388,0.8469959389368134,0.1404112159741966,1.022204768314668,5.601553249502993,6.51351935275502,1.1654013647716925,1.022204768314668,True,2.337690943956861
1183,1183,CLR,12414350,101.9,-116.11762063045477,47.37494287828629,-1650.0,12.0,0.82,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,26.06805,166.45996242245977,1229.5409,1227.7285,1808.2231,717.65253,1227.7285,1299.0,1.4,11.5,712.1,90.5,280.3,4.8,0.6,1.0,0.0,2.0,2.5812419301397,7,2.5870348433686536,4.920252948176887,1.6758650761793024,0.3293022228101328,0.7548187614309956,0.3512522992008347,1.024927643978669,25.331127871832187,48.285112347172586,2.6350156379542926,1.0249276439786692,True,4.926492967105702
1184,1184,CLR,12414500,2660.8,-115.729613474071,47.202044202331976,-1505.39,5.74269,0.81,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.81,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.01,22.928244,263.7780359687505,1387.6095,1385.542,2341.8086,662.36871,1385.542,1357.9,0.5,10.9,667.9,149.4,291.4,4.7,0.6,1.0,0.0,69.0,2.1828171793827202,7,2.1832353161192555,2.758140812538016,1.1622826679635465,0.08688834176812163,1.0539362039370213,0.17942170823840706,1.0619835963129944,0.8203612369898979,1.0365832879352135,-0.799205121218119,1.0619835963129944,True,2.758195537011242
1185,1185,CLR,12414900,706.3,-116.311435938397,47.056045269906775,-1475.39,4.6664,0.7,0.15,0.13,0.01,0.0,0.0,0.0,0.0,0.01,0.64,0.21,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.74,0.18,0.07,0.01,0.0,0.0,0.0,0.0,0.0,14.901291,243.1002263649005,1061.0433,1094.89,1940.5048,787.62518,1094.89,1169.9,1.4,12.6,687.9,73.4,287.5,4.8,0.6,1.0,0.0,54.0,1.2293057353879038,7,1.2333247481355607,1.7331558329904742,1.24154588130286,0.05518402570824321,0.5468225241100102,-0.44148247979504873,1.1046731285189746,1.740486670519473,2.4538522341646245,-0.09376727722778828,1.1046731285189746,True,1.7332003888430978
1186,1186,CLR,12415000,1125.9,-116.4214444656816,47.09289268235028,-1470.47,4.72871,0.68,0.17,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.62,0.22,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.72,0.2,0.07,0.01,0.0,0.0,0.0,0.0,0.0,14.086975,250.75793175768868,1013.1313,1056.4543,1940.5048,652.82764,1056.4543,1108.8,1.6,12.9,694.5,65.6,286.3,4.8,0.7,1.0,0.0,17.0,1.2346987854818983,7,1.2416833483087415,1.8019065124966926,1.306182961095382,0.032122555459859065,0.5235155958261005,-0.5378779076614278,1.2092051835302715,1.0966327253591779,1.6004143462977996,-0.6564606234883757,1.2092051835302715,True,1.8020538414297296
1187,1187,CLR,12415140,4439.0,-116.00501535332258,47.190751559637015,-1494.16,5.75661,0.74,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.72,0.18,0.09,0.01,0.0,0.0,0.0,0.0,1.1102230246251563e-16,0.79,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,19.823986,259.4498190707541,1216.9188,1242.0577,2341.8086,648.83301,1242.0577,1252.1,1.0,11.7,682.7,114.7,288.5,4.7,0.6,1.0,0.0,6.0,1.6359927556700216,7,1.6345262020947744,1.7065731692436545,1.4155089074040497,0.17405335698767532,0.6636574927300438,-0.007680000497320967,1.0159432215349915,0.3685498435841455,0.3844499142247476,-1.4981091263492192,1.0159432215349915,True,1.7069918061122709
1188,1188,CLR,12415250,114.2,-116.85258146555464,47.32228399462687,-1413.0,0.0,0.46,0.28,0.14,0.02,0.09,0.01,0.0,0.0,0.0,0.45,0.3,0.12,0.02,0.1,0.01,0.0,0.0,0.0,0.5,0.21,0.11,0.02,0.14,0.01,0.0,0.0,0.01,9.451129,355.34635990726065,872.29114,898.57465,1261.6696,648.867,898.57465,867.8,2.3,13.7,712.0,48.6,284.0,4.9,0.7,1.0,0.1,2.0,0.39984562852740646,0,0.40544171558015396,1.0054804916989184,2.333821637570948,0.0020498163723051102,0.05170399042739251,-2.7435625323529207,2.0025161526100628,3.501275206019321,8.80455772065603,-0.5737585505926933,2.0025161526100628,True,1.0061689412774897
1189,1189,CLR,12415285,41.6,-116.93859131998978,47.53376339956445,-1394.7,2.89101,0.58,0.29,0.09,0.01,0.02,0.0,0.0,0.0,0.01,0.6,0.27,0.09,0.01,0.03,0.01,0.0,0.0,-0.01,0.61,0.24,0.1,0.01,0.03,0.01,0.0,0.0,0.0,10.71001,137.14323491849433,820.36096,861.63379,1429.7821,648.875,861.63379,819.8,2.4,13.7,716.3,48.1,284.5,4.8,0.7,1.0,0.1,2.0,0.5249916585716837,0,0.5316283743174749,1.3068134871411763,1.9569515149863923,0.00027321523081461215,0.09906138585761112,-2.2958543293453975,1.92808972276059,12.619991792588552,31.41378574858597,0.8838007823695222,1.92808972276059,True,1.3077082585484003
1190,1190,CLR,12415290,34.7,-116.71540183241147,47.54596052744336,-1533.14,10.24665,0.78,0.14,0.08,0.01,0.0,0.0,0.0,0.0,-0.01,0.75,0.19,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,16.471638,210.7898702198636,886.22205,914.9101,1349.895,648.81604,914.9101,928.6,2.3,13.3,729.6,53.5,281.4,4.8,0.7,1.0,0.0,2.0,0.5122822884074416,0,0.5187627607185262,1.007414588976622,1.9868127311178685,0.007151103668824269,0.11607513668173665,-1.9197771768157061,1.6416543367634842,14.76317834027209,29.032120719787372,1.4412384152136173,1.6416543367634842,True,1.0081043628259938
1191,1191,CLR,12415350,103.2,-116.55461450714678,47.69082429030766,-1630.72,11.97155,0.9,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.94,0.05,0.01,0.01,0.0,0.0,0.0,0.0,-0.01,19.399643,210.2813511004235,1048.0083,1065.6039,1630.082,652.11633,1065.6039,1053.2,1.9,12.2,722.0,70.8,280.4,4.7,0.6,1.0,0.0,11.0,1.1931305732778867,0,1.1967802444876499,1.749522659728913,1.6037244473794854,0.07494397835237875,0.3742499446492157,-0.619410704474287,1.2367944171507679,11.561342764320607,16.95273895086156,1.6516757214603874,1.2367944171507679,True,1.7497829859947285
1192,1192,CLR,12416000,57.0,-116.609489119998,47.84076264435036,-1650.0,12.0,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45015,233.4157507640706,1078.6978,1084.5037,1714.714,712.43573,1084.5037,1069.2,1.6,11.8,710.6,79.8,280.6,4.7,0.7,1.0,0.0,39.0,1.233032783987925,0,1.2416044225162084,1.9553685937895118,1.3356211804894789,0.0765398987959137,0.4763113676342241,-0.48791643160842135,1.1200077405399718,21.632154105051313,34.30471217174583,2.3767875795391658,1.1200077405399718,True,1.9554418436572552
1193,1193,CLR,12422000,10186.2,-116.23538957281376,47.44400158970318,-1512.93,7.5333,0.74,0.13,0.07,0.01,0.01,0.02,0.02,0.0,0.0,0.71,0.15,0.08,0.01,0.01,0.02,0.02,0.0,0.0,0.76,0.12,0.05,0.01,0.02,0.02,0.01,0.0,0.0099999999999998,18.805752,263.1053781806828,1090.082,1122.8877,2341.8086,570.38947,1122.8877,1130.8,1.4,12.1,695.9,91.8,283.6,4.7,0.6,1.0,0.0,5.0,1.953473660784252,7,1.9592350147729405,1.8356074590528992,1.2771904026551653,0.17586567427793506,0.9282197613122302,0.22017055817704542,0.9771270488109726,0.19177648787420748,0.1802053227948498,-2.1008633048854604,0.9771270488109726,True,1.8362364148565382
1194,1194,CLR,12422950,315.6,-116.87129868490408,47.13582625858737,-1413.0,0.0,0.37,0.19,0.12,0.02,0.29,0.0,0.0,0.0,0.01,0.35,0.21,0.12,0.02,0.3,0.0,0.0,0.0,0.0,0.4,0.16,0.09,0.02,0.32,0.0,0.0,0.0,0.01,9.0229139,263.5389741020981,867.06671,909.11334,1501.8934,764.27045,909.11334,826.9,2.1,13.8,685.9,43.0,287.3,5.1,0.7,1.0,0.1,5.0,0.6363955894988832,7,0.6517087146186276,1.7111136098604887,2.3720067258488875,0.00044896742531269087,0.06997314416890338,-2.6140224871773623,2.306732034376932,2.0164625776263727,5.421779498924235,-1.460742797166945,2.306732034376932,True,1.71175339810863
1195,1195,CLR,12424000,1760.6,-117.14517544072037,47.37280521986371,-1360.52,0.48369,0.2,0.11,0.14,0.02,0.5,0.03,0.0,0.0,0.0,0.19,0.12,0.13,0.02,0.51,0.03,0.0,0.0,0.0,0.2,0.1,0.13,0.02,0.51,0.03,0.0,0.0,0.0099999999999998,6.1620574,262.04360507838544,791.98474,806.80798,1501.8934,522.0094,806.80798,668.3,2.4,14.3,671.6,35.5,288.9,5.0,0.7,1.0,0.1,69.0,0.3270419315111679,0,0.32960811192310924,0.8222699905901111,1.6841821102613592,0.001089329371631914,0.07928131420381317,-2.4921714491120377,1.628187672195498,0.1857559533745132,0.4670396402306663,-3.0578261091567067,1.628187672195498,True,0.8222863866378209
1196,1196,CLR,12424500,12267.7,-116.39620429988426,47.43977161133484,-1483.91,6.36244,0.64,0.13,0.08,0.01,0.08,0.03,0.01,0.0,0.02,0.62,0.14,0.09,0.01,0.09,0.03,0.01,0.0,0.01,0.66,0.12,0.06,0.01,0.09,0.04,0.01,0.0,0.0099999999999998,16.61455,267.1813300229288,1009.3281,1065.4957,2341.8086,486.80502,1065.4957,1047.0,1.6,12.5,690.8,81.9,284.5,4.8,0.6,1.0,0.0,3.0,1.8396426368239769,7,1.8433942523655524,1.6284569698217486,1.2514938295976974,0.1527328157053587,0.9140312778072504,0.17449110394308362,0.9795594590623937,0.1499582347810899,0.13274346208512994,-2.3324786881462103,0.9795594590623937,True,1.629269370455881
1197,1197,CLR,12433100,264.8,-117.88397423971264,48.04271783606999,-1311.89,4.97463,0.71,0.16,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.73,0.15,0.08,0.01,0.02,0.0,0.0,0.0,0.01,0.67,0.15,0.14,0.01,0.02,0.0,0.0,0.0,0.0099999999999998,9.9833679,135.824959283306,767.08905,798.11133,1381.7217,571.54755,798.11133,665.0,1.6,13.8,651.3,50.3,289.7,5.7,0.7,1.0,0.1,6.0,0.4303473775057166,0,0.4232067371635909,1.1220926202979205,1.853249377857266,-0.0005282223904352683,0.07575344420716022,-2.659268533704883,2.062838412714132,1.625178918072948,4.237509895384896,-1.3304880787855993,2.062838412714132,True,1.1223770904812962
1198,1198,CLR,12433200,455.8,-117.83858858342148,48.00016511822388,-1284.32,3.42802,0.65,0.22,0.1,0.01,0.02,0.0,0.0,0.0,0.0,0.66,0.21,0.09,0.01,0.02,0.0,0.0,0.0,0.01,0.62,0.22,0.12,0.02,0.03,0.0,0.0,0.0,-0.01,9.0102549,180.6111417514556,748.74689,747.17627,1381.7217,423.52158,747.17627,632.4,1.7,14.1,644.3,45.7,289.8,5.7,0.7,1.0,0.1,43.0,0.33111151462233246,0,0.33299920452280235,0.5189838234209838,1.1111426322078868,0.08018151079246547,0.11244056690471806,-1.5203231783777653,0.7414233858197765,0.7264403567844065,1.1386218153158922,-0.734622016207212,0.7414233858197765,True,0.5190015916673358
1199,1199,CLR,12433558,22.5,-118.073679039062,47.93705869743977,-1384.26,3.32835,0.72,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.01,11.185003,162.99013361352328,784.52112,788.65735,1174.6459,466.9068,788.65735,565.2,1.8,14.0,623.6,41.3,295.7,6.3,0.8,1.0,0.1,3.0,0.05121266867336171,0,0.0565531760781783,0.03997921080825692,0.7410313221054218,0.004758901912124622,0.03539655532040436,-3.1847013009844076,0.637260445234497,2.276118607704965,1.7768538137003076,0.6095386687873552,0.637260445234497,False,0.04002180987288118
1200,1200,CLR,12433561,50.5,-118.07699103650148,47.91811276456628,-1334.76,1.74166,0.7,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.71,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,11.334428,206.07916169771048,747.53967,742.84979,1174.6459,394.90457,742.84979,542.2,1.8,14.3,617.2,38.6,294.6,6.3,0.8,1.0,0.1,15.0,0.14096282030259163,0,0.1410488907985769,0.40609145382147427,11.781531949798635,0.00017108910891089108,0.0012282155763605539,-3.5981369104745413,2.1220906630713854,2.7913429762889423,8.041414927157906,-0.6123549677737181,2.1220906630713854,True,0.4061300685178789
1201,1201,CLR,12434500,2284.9,-118.80749953848937,48.47504422327531,-1326.82,4.79159,0.74,0.22,0.04,0.01,0.0,0.0,0.0,0.0,-0.01,0.72,0.2,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.22,0.14,0.01,0.0,0.0,0.0,0.0,0.0,14.905012,202.6859990796125,1098.1364,1113.7848,2175.8313,445.87241,1113.7848,556.0,0.4,11.7,603.2,58.3,290.2,5.9,0.8,1.0,0.1,7.0,0.2937138225781222,0,0.29305554282081303,0.3901195934450173,1.3213059478152454,0.012631329323239265,0.12538213513645577,-1.9004318120643138,1.1475414541556892,0.12854559174498756,0.17073814759727657,-2.7267540717766754,1.1475414541556892,True,0.39022311463390186
1202,1202,CLR,12434590,2309.6,-118.80668198462833,48.47112435942763,-1326.44,4.75056,0.74,0.22,0.04,0.01,0.0,0.0,0.0,0.0,-0.01,0.72,0.2,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.22,0.14,0.01,0.0,0.0,0.0,0.0,0.0,14.936756,199.0719929739714,1095.8229,1109.9912,2175.8313,420.04822,1109.9912,554.4,0.4,11.7,602.9,58.0,290.2,6.0,0.8,1.0,0.1,13.0,0.31545117826267216,0,0.314903161973866,0.5499645713709765,1.4558384325834959,0.012943442468938157,0.10349722209357486,-2.044924747337568,1.249741187200832,0.13658260229592667,0.23812113412321465,-2.881999096704156,1.249741187200832,True,0.550025893172067
1203,1203,CLR,12437505,304.6,-118.9810171431971,48.28698409535098,-1308.08,5.23224,0.67,0.19,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.67,0.19,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.25,0.39,0.03,0.0,0.0,0.0,0.0,0.0,13.538634,156.96521336327382,894.19635,935.72308,2062.3394,513.94458,935.72308,455.4,1.3,13.0,585.2,43.5,294.9,6.9,0.8,1.0,0.1,3.0,0.544163229603278,0,0.5440085325466286,0.7591508337038986,1.635248662719615,0.015471537867859502,0.18999559579838207,-1.4589518099933858,1.3853688153348893,1.7864846671151606,2.492287700932037,-0.2701959714723104,1.3853688153348893,True,0.7596501108599445
1204,1204,CLR,12438900,121.8,-119.29270583859278,49.01601801568798,-1069.06,0.18867,0.3,0.37,0.21,0.02,0.09,0.01,0.0,0.0,1.1102230246251563e-16,0.3,0.38,0.21,0.01,0.09,0.01,0.0,0.0,1.1102230246251563e-16,0.29,0.24,0.38,0.01,0.05,0.02,0.0,0.0,0.0099999999999998,7.8514109,205.58815155046605,1162.8324,1101.5454,1647.7836,309.79749,1101.5454,509.9,0.2,11.3,601.9,61.2,288.1,5.3,0.7,1.0,0.1,12.0,0.044056895763183376,0,0.04408622231622374,0.106873771493045,1.3852042097901236,0.0019356217496221495,0.012650817345497705,-4.1309590539997,1.1995201567787102,0.3617150719473184,0.8774529679231937,-2.0255841302933586,1.1995201567787102,True,0.10688681044526738
1205,1205,CLR,12439300,156.8,-119.2653382112334,48.92403115281854,-1304.88,0.74374,0.34,0.25,0.39,0.01,0.01,0.0,0.0,0.0,0.0,0.34,0.25,0.39,0.01,0.01,0.0,0.0,0.0,0.0,0.34,0.24,0.4,0.01,0.01,0.0,0.0,0.0,0.0,9.6785221,283.7148259123093,1107.9926,1063.5005,1554.4083,277.49738,1063.5005,510.9,0.3,11.5,609.8,56.4,283.7,5.4,0.7,1.0,0.1,25.0,0.04877613541026494,0,0.04885111233991109,0.09805493888920647,17.864790015909126,5.5102040816326524e-05,1.4394839909942633e-06,-5.177687636226961,2.8865705561516988,0.3110722921573018,0.6253503755689188,-3.3249034651611313,2.8865705561516988,True,0.098060408720962
1206,1206,CLR,12442000,340.3,-119.84919296447237,48.87705484590344,-1404.38,1.27508,0.63,0.15,0.2,0.01,0.0,0.0,0.0,0.0,0.01,0.63,0.29,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.61,0.27,0.1,0.01,0.01,0.0,0.0,0.0,0.0,15.497107,115.07232130133622,1701.3728,1683.2212,2540.2202,544.74841,1683.2212,649.7,-1.3,7.8,559.0,152.6,302.4,6.3,0.8,1.1,0.1,14.0,0.3437615325542296,2,0.3414877432856812,0.7000083732609365,1.3274025285325521,0.016450074667078412,0.10380263443984403,-2.034625266141631,1.1771711604766104,1.0101720028040833,2.0570331274197367,-0.9566975686663544,1.1771711604766104,True,0.7000805949142894
1207,1207,CLR,12442300,664.5,-119.79699900426633,48.81058260297704,-1385.05,1.99175,0.61,0.22,0.14,0.01,0.01,0.0,0.0,0.0,0.01,0.61,0.31,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.59,0.28,0.1,0.01,0.01,0.0,0.0,0.0,0.01,17.097906,101.2973570861082,1543.6024,1456.6158,2540.2202,360.10608,1456.6158,590.1,-0.5,9.2,570.5,119.6,295.7,6.8,0.8,1.1,0.1,9.0,0.22326028378703,2,0.22237631806504685,0.4657680941461041,1.1014203944539138,0.012058348750753784,0.08854692356862916,-2.2417247593801344,0.9767066820933036,0.33598236837777273,0.7009301642529784,-1.8330043585512972,0.9767066820933036,True,0.4658426587978499
1208,1208,CLR,12444490,244.8,-119.12341573209982,48.68979083874418,-1290.53,0.74644,0.56,0.29,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.56,0.29,0.13,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.54,0.29,0.15,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,11.201837,72.96390019026857,1200.542,1200.0032,2212.6287,689.90912,1200.0032,524.8,-0.3,10.8,579.3,65.3,290.9,6.1,0.8,1.0,0.1,7.0,0.05033704907971613,0,0.05038665080799155,0.07049811422912097,0.828184864649885,-0.0011366647819520328,0.03396505283176743,-3.4329966986034552,0.8807082447362992,0.20562520048903646,0.28798249276601706,-2.025682970259489,0.8807082447362993,True,0.07051540801430178
1209,1209,CLR,12445900,312.4,-119.227591427387,48.35782009202267,-1265.55,0.7552,0.57,0.18,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.58,0.17,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.46,0.18,0.35,0.01,0.0,0.0,0.0,0.0,0.0,10.787745,239.11413082395143,1007.9407,1031.188,2061.3879,344.99179,1031.188,489.7,1.0,12.2,586.4,53.4,294.8,7.3,0.8,1.1,0.1,12.0,0.18115238026682515,2,0.18441446435420705,0.3824140625627612,1.2108225099202516,-0.0014771994384524263,0.07572057915149583,-2.63053345981181,1.3010707131735915,0.579873176270247,1.2241167175504521,-1.4670625987952035,1.3010707131735915,True,0.38246927285144316
1210,1210,CLR,12447370,432.9,-120.45760966367595,48.79825238876112,-1430.76,11.02822,0.55,0.16,0.27,0.01,0.01,0.0,0.0,0.0,0.0,0.55,0.2,0.23,0.01,0.01,0.0,0.0,0.0,0.0,0.34,0.17,0.46,0.01,0.01,0.0,0.0,0.0,0.01,28.44561,191.76702727710315,1846.3864,1804.5239,2652.2439,716.10223,1804.5239,1008.7,-2.5,7.1,496.4,424.8,328.5,5.1,0.7,1.0,0.1,4.0,1.0050137794026004,2,1.0024699312147047,1.8709450841934074,1.648910731620605,0.03971803257091275,0.25156223749686424,-1.07887298142788,1.3586375916630005,2.321584152004159,4.321887466374237,-0.24162445689367754,1.3586375916630005,True,1.8718007645876484
1211,1211,CLR,12447382,208.1,-120.56356097359904,48.55619039438635,-1450.18,9.74793,0.58,0.14,0.26,0.01,0.01,0.0,0.0,0.0,0.0,0.58,0.15,0.25,0.01,0.01,0.0,0.0,0.0,0.0,0.58,0.15,0.25,0.01,0.01,0.0,0.0,0.0,0.0,28.156343,36.7583679368403,1706.5731,1673.7778,2718.8223,654.48254,1673.7778,1179.3,-2.1,7.7,507.1,452.5,321.8,5.3,0.7,1.1,0.0,4.0,1.4269887237003023,2,1.4236529192401455,2.485110038048443,1.596345382977269,0.10441578914165621,0.3570273546681871,-0.5845649897422168,1.2357497302688345,6.857225966844316,11.941903114120345,0.9851715558403316,1.2357497302688345,True,2.4862466079857732
1212,1212,CLR,12447383,951.0,-120.52313926313086,48.69658456495886,-1429.62,11.71776,0.54,0.16,0.27,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.54,0.22,0.21,0.01,0.01,0.0,0.0,0.0,0.01,0.45,0.2,0.32,0.01,0.01,0.0,0.0,0.0,0.01,27.674322,114.85897931621317,1738.2761,1686.228,2718.8223,621.12457,1686.228,1092.0,-2.1,7.6,507.8,419.0,323.1,5.1,0.7,1.0,0.1,28.0,1.4326125038805142,2,1.4265849157617796,2.6047520261719486,17.302162204854728,9.085173501577285e-06,0.00022214169960146964,-2.614062150042399,4.323098357109708,1.5064274488754092,2.7389611211061498,-2.563820933605652,4.323098357109707,True,2.6048856820217
1213,1213,CLR,12447387,87.8,-120.4163842435104,48.48594190872591,-1477.52,18.49295,0.61,0.2,0.17,0.01,0.01,0.0,0.0,0.0,0.0,0.61,0.2,0.18,0.01,0.01,0.0,0.0,0.0,-0.01,0.64,0.18,0.16,0.01,0.01,0.0,0.0,0.0,0.0,26.168703,100.470900677481,1648.0426,1645.7273,2711.1655,729.48376,1645.7273,1038.7,-1.8,8.2,512.6,397.8,328.8,5.7,0.7,1.1,0.1,4.0,0.7618525204722384,2,0.7602933620398423,1.4161436919318875,1.367365543873401,0.02691904486710272,0.2374887450251694,-1.2579905263329605,1.2379961587783104,8.67713576847652,16.12919922473676,1.1747032520081055,1.2379961587783104,True,1.4167913680196846
1214,1214,CLR,12447390,58.1,-120.17737631228832,48.87513139664348,-1410.0,1.0,0.1,0.13,0.74,0.01,0.01,0.0,0.0,0.0,0.01,0.12,0.72,0.14,0.01,0.01,0.0,0.0,0.0,0.0,0.11,0.73,0.13,0.01,0.01,0.0,0.0,0.0,0.01,21.381634,140.23344864875398,1979.7156,1941.4771,2635.9214,1303.1561,1941.4771,893.1,-2.4,6.4,512.7,352.2,328.9,5.9,0.7,1.1,0.1,51.0,1.3993146405115033,2,1.3953663375073186,2.688404939563729,1.46905761968619,0.050453306953977844,0.40103106781282816,-0.6977372070318071,1.2974919153793605,24.08458933754739,46.27202994085592,2.1478524080924646,1.2974919153793605,True,2.6884777477247073
1215,1215,CLR,12447600,1209.4,-120.11068844697571,48.76450277251113,-1405.38,1.79061,0.35,0.15,0.48,0.01,0.01,0.0,0.0,0.0,0.0,0.34,0.52,0.11,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.32,0.51,0.14,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,20.13373,186.56187595018267,1778.0181,1683.1373,2635.9214,587.06134,1683.1373,761.4,-1.5,8.0,531.2,237.7,313.6,6.4,0.8,1.1,0.1,4.0,0.40284010695944533,2,0.4022283707170071,0.7977900995996386,1.3974948896793473,0.04217352925069301,0.10601009671452086,-1.7520491558857048,1.068345400618255,0.33309087726099335,0.659657763849544,-1.9421735247426806,1.068345400618255,True,0.7981549704623456
1216,1216,CLR,12448000,1359.6,-120.1198843586137,48.74095658762569,-1401.14,2.67609,0.35,0.17,0.45,0.02,0.01,0.0,0.0,0.0,0.0,0.34,0.51,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.33,0.5,0.14,0.02,0.01,0.0,0.0,0.0,0.0,19.67771,184.9187902675348,1722.4774,1613.0352,2635.9214,530.85468,1613.0352,749.7,-1.3,8.4,533.5,225.4,312.3,6.4,0.8,1.1,0.1,28.0,0.7774484530808605,2,0.7752451278330976,1.4099578467148766,1.3343783336121073,0.03585302979803227,0.2605293609051648,-1.1328230219451076,1.1776134913154541,0.5718214571056639,1.0370387222086472,-1.4400135607849318,1.1776134913154541,True,1.4100286757329161
1217,1217,CLR,12448500,2663.2,-120.2937446774212,48.69980996851467,-1414.82,7.55834,0.45,0.18,0.34,0.02,0.01,0.0,0.0,0.0,0.0,0.44,0.37,0.15,0.02,0.01,0.0,0.0,0.0,0.0099999999999998,0.4,0.36,0.21,0.02,0.01,0.0,0.0,0.0,0.0,22.677364,158.6835330441352,1683.2922,1596.7694,2718.8223,522.72626,1596.7694,883.2,-1.5,8.4,525.1,295.4,315.6,5.9,0.7,1.1,0.1,32.0,1.166965499561825,2,1.1636551706899296,1.8809236787772665,1.4765301431877123,0.12279315521873163,0.33594764710888886,-0.596818176795181,1.1048325184899237,0.43818169854379135,0.7062645234219235,-1.576346584073859,1.104832518489924,True,1.8810093446930432
